county,fips,series_id,date,unemployment_rate
Allegany,24001,MDALLE0URN,2026-02-01,7.1
Allegany,24001,MDALLE0URN,2026-03-01,6.1
Allegany,24001,MDALLE0URN,2026-04-01,5.7
Allegany,24001,MDALLE0URN,2026-05-01,4.8
Allegany,24001,MDALLE0URN,2026-06-01,5.3
Allegany,24001,MDALLE0URN,2026-07-01,5.8
Anne Arundel,24003,MDANNE5URN,2020-01-01,3.0
Anne Arundel,24003,MDANNE5URN,2020-02-01,3.0
Anne Arundel,24003,MDANNE5URN,2020-03-01,3.5
Anne Arundel,24003,MDANNE5URN,2020-04-01,8.6
Anne Arundel,24003,MDANNE5URN,2020-05-01,8.6
Anne Arundel,24003,MDANNE5URN,2020-06-01,7.4
Anne Arundel,24003,MDANNE5URN,2020-07-01,7.0
Anne Arundel,24003,MDANNE5URN,2020-08-01,6.0
Anne Arundel,24003,MDANNE5URN,2020-09-01,5.9
Anne Arundel,24003,MDANNE5URN,2020-10-01,5.4
Anne Arundel,24003,MDANNE5URN,2020-11-01,5.2
Anne Arundel,24003,MDANNE5URN,2020-12-01,5.3
Anne Arundel,24003,MDANNE5URN,2021-01-01,5.6
Anne Arundel,24003,MDANNE5URN,2021-02-01,5.5
Anne Arundel,24003,MDANNE5URN,2021-03-01,5.1
Anne Arundel,24003,MDANNE5URN,2021-04-01,4.6
Anne Arundel,24003,MDANNE5URN,2021-05-01,4.6
Anne Arundel,24003,MDANNE5URN,2021-06-01,5.2
Anne Arundel,24003,MDANNE5URN,2021-07-01,4.5
Anne Arundel,24003,MDANNE5URN,2021-08-01,4.3
Anne Arundel,24003,MDANNE5URN,2021-09-01,3.9
Anne Arundel,24003,MDANNE5URN,2021-10-01,3.7
Anne Arundel,24003,MDANNE5URN,2021-11-01,3.3
Anne Arundel,24003,MDANNE5URN,2021-12-01,2.7
Anne Arundel,24003,MDANNE5URN,2022-01-01,3.1
Anne Arundel,24003,MDANNE5URN,2022-02-01,3.2
Anne Arundel,24003,MDANNE5URN,2022-03-01,2.9
Anne Arundel,24003,MDANNE5URN,2022-04-01,2.4
Anne Arundel,24003,MDANNE5URN,2022-05-01,2.5
Anne Arundel,24003,MDANNE5URN,2022-06-01,3.1
Anne Arundel,24003,MDANNE5URN,2022-07-01,2.9
Anne Arundel,24003,MDANNE5URN,2022-08-01,3.0
Anne Arundel,24003,MDANNE5URN,2022-09-01,2.4
Anne Arundel,24003,MDANNE5URN,2022-10-01,2.5
Anne Arundel,24003,MDANNE5URN,2022-11-01,2.2
Anne Arundel,24003,MDANNE5URN,2022-12-01,1.8
Anne Arundel,24003,MDANNE5URN,2023-01-01,2.2
Anne Arundel,24003,MDANNE5URN,2023-02-01,2.2
Anne Arundel,24003,MDANNE5URN,2023-03-01,1.9
Anne Arundel,24003,MDANNE5URN,2023-04-01,1.4
Anne Arundel,24003,MDANNE5URN,2023-05-01,1.6
Anne Arundel,24003,MDANNE5URN,2023-06-01,1.8
Anne Arundel,24003,MDANNE5URN,2023-07-01,2.0
Anne Arundel,24003,MDANNE5URN,2023-08-01,2.2
Anne Arundel,24003,MDANNE5URN,2023-09-01,2.1
Anne Arundel,24003,MDANNE5URN,2023-10-01,2.2
Anne Arundel,24003,MDANNE5URN,2023-11-01,2.1
Anne Arundel,24003,MDANNE5URN,2023-12-01,2.1
Anne Arundel,24003,MDANNE5URN,2024-01-01,2.5
Anne Arundel,24003,MDANNE5URN,2024-02-01,2.7
Anne Arundel,24003,MDANNE5URN,2024-03-01,2.6
Anne Arundel,24003,MDANNE5URN,2024-04-01,2.3
Anne Arundel,24003,MDANNE5URN,2024-05-01,2.4
Anne Arundel,24003,MDANNE5URN,2024-06-01,3.1
Anne Arundel,24003,MDANNE5URN,2024-07-01,3.3
Anne Arundel,24003,MDANNE5URN,2024-08-01,3.3
Anne Arundel,24003,MDANNE5URN,2024-09-01,2.7
Anne Arundel,24003,MDANNE5URN,2024-10-01,2.9
Anne Arundel,24003,MDANNE5URN,2024-11-01,2.9
Anne Arundel,24003,MDANNE5URN,2024-12-01,2.5
Anne Arundel,24003,MDANNE5URN,2025-01-01,3.0
Anne Arundel,24003,MDANNE5URN,2025-02-01,3.4
Anne Arundel,24003,MDANNE5URN,2025-03-01,3.3
Anne Arundel,24003,MDANNE5URN,2025-04-01,3.0
Anne Arundel,24003,MDANNE5URN,2025-05-01,3.2
Anne Arundel,24003,MDANNE5URN,2025-06-01,3.6
Anne Arundel,24003,MDANNE5URN,2025-07-01,3.9
Anne Arundel,24003,MDANNE5URN,2025-08-01,4.0
Anne Arundel,24003,MDANNE5URN,2025-09-01,3.8
Anne Arundel,24003,MDANNE5URN,2025-11-01,3.6
Anne Arundel,24003,MDANNE5URN,2025-12-01,3.1
Anne Arundel,24003,MDANNE5URN,2026-01-01,3.8
Anne Arundel,24003,MDANNE5URN,2026-02-01,4.3
Anne Arundel,24003,MDANNE5URN,2026-03-01,3.8
Anne Arundel,24003,MDANNE5URN,2026-04-01,3.8
Anne Arundel,24003,MDANNE5URN,2026-05-01,3.3
Anne Arundel,24003,MDANNE5URN,2026-06-01,3.4
Anne Arundel,24003,MDANNE5URN,2026-07-01,3.6
Baltimore City,24510,MDBALT5URN,2020-01-01,4.7
Baltimore City,24510,MDBALT5URN,2020-02-01,4.5
Baltimore City,24510,MDBALT5URN,2020-03-01,5.6
Baltimore City,24510,MDBALT5URN,2020-04-01,10.0
Baltimore City,24510,MDBALT5URN,2020-05-01,10.6
Baltimore City,24510,MDBALT5URN,2020-06-01,10.0
Baltimore City,24510,MDBALT5URN,2020-07-01,10.2
Baltimore City,24510,MDBALT5URN,2020-08-01,9.2
Baltimore City,24510,MDBALT5URN,2020-09-01,9.4
Baltimore City,24510,MDBALT5URN,2020-10-01,8.5
Baltimore City,24510,MDBALT5URN,2020-11-01,8.2
Baltimore City,24510,MDBALT5URN,2020-12-01,8.4
Baltimore City,24510,MDBALT5URN,2021-01-01,9.0
Baltimore City,24510,MDBALT5URN,2021-02-01,8.4
Baltimore City,24510,MDBALT5URN,2021-03-01,8.1
Baltimore City,24510,MDBALT5URN,2021-04-01,7.4
Baltimore City,24510,MDBALT5URN,2021-05-01,7.0
Baltimore City,24510,MDBALT5URN,2021-06-01,7.6
Baltimore City,24510,MDBALT5URN,2021-07-01,6.7
Baltimore City,24510,MDBALT5URN,2021-08-01,6.3
Baltimore City,24510,MDBALT5URN,2021-09-01,5.7
Baltimore City,24510,MDBALT5URN,2021-10-01,5.5
Baltimore City,24510,MDBALT5URN,2021-11-01,4.7
Baltimore City,24510,MDBALT5URN,2021-12-01,3.9
Baltimore City,24510,MDBALT5URN,2022-01-01,5.0
Baltimore City,24510,MDBALT5URN,2022-02-01,4.6
Baltimore City,24510,MDBALT5URN,2022-03-01,4.0
Baltimore City,24510,MDBALT5URN,2022-04-01,3.5
Baltimore City,24510,MDBALT5URN,2022-05-01,3.5
Baltimore City,24510,MDBALT5URN,2022-06-01,4.1
Baltimore City,24510,MDBALT5URN,2022-07-01,4.0
Baltimore City,24510,MDBALT5URN,2022-08-01,4.1
Baltimore City,24510,MDBALT5URN,2022-09-01,3.4
Baltimore City,24510,MDBALT5URN,2022-10-01,3.6
Baltimore City,24510,MDBALT5URN,2022-11-01,3.3
Baltimore City,24510,MDBALT5URN,2022-12-01,2.7
Baltimore City,24510,MDBALT5URN,2023-01-01,3.5
Baltimore City,24510,MDBALT5URN,2023-02-01,3.2
Baltimore City,24510,MDBALT5URN,2023-03-01,2.8
Baltimore City,24510,MDBALT5URN,2023-04-01,2.1
Baltimore City,24510,MDBALT5URN,2023-05-01,2.3
Baltimore City,24510,MDBALT5URN,2023-06-01,2.6
Baltimore City,24510,MDBALT5URN,2023-07-01,2.8
Baltimore City,24510,MDBALT5URN,2023-08-01,3.2
Baltimore City,24510,MDBALT5URN,2023-09-01,2.9
Baltimore City,24510,MDBALT5URN,2023-10-01,3.4
Baltimore City,24510,MDBALT5URN,2023-11-01,3.3
Baltimore City,24510,MDBALT5URN,2023-12-01,3.2
Baltimore City,24510,MDBALT5URN,2024-01-01,4.2
Baltimore City,24510,MDBALT5URN,2024-02-01,4.1
Baltimore City,24510,MDBALT5URN,2024-03-01,3.9
Baltimore City,24510,MDBALT5URN,2024-04-01,3.6
Baltimore City,24510,MDBALT5URN,2024-05-01,3.8
Baltimore City,24510,MDBALT5URN,2024-06-01,4.4
Baltimore City,24510,MDBALT5URN,2024-07-01,4.7
Baltimore City,24510,MDBALT5URN,2024-08-01,4.9
Baltimore City,24510,MDBALT5URN,2024-09-01,4.1
Baltimore City,24510,MDBALT5URN,2024-10-01,4.5
Baltimore City,24510,MDBALT5URN,2024-11-01,4.5
Baltimore City,24510,MDBALT5URN,2024-12-01,4.2
Baltimore City,24510,MDBALT5URN,2025-01-01,5.1
Baltimore City,24510,MDBALT5URN,2025-02-01,5.0
Baltimore City,24510,MDBALT5URN,2025-03-01,4.8
Baltimore City,24510,MDBALT5URN,2025-04-01,4.4
Baltimore City,24510,MDBALT5URN,2025-05-01,4.9
Baltimore City,24510,MDBALT5URN,2025-06-01,5.5
Baltimore City,24510,MDBALT5URN,2025-07-01,5.7
Baltimore City,24510,MDBALT5URN,2025-08-01,6.0
Baltimore City,24510,MDBALT5URN,2025-09-01,5.5
Baltimore City,24510,MDBALT5URN,2025-11-01,5.5
Baltimore City,24510,MDBALT5URN,2025-12-01,5.0
Baltimore City,24510,MDBALT5URN,2026-01-01,6.4
Baltimore City,24510,MDBALT5URN,2026-02-01,6.2
Baltimore City,24510,MDBALT5URN,2026-03-01,5.6
Baltimore City,24510,MDBALT5URN,2026-04-01,5.5
Baltimore City,24510,MDBALT5URN,2026-05-01,5.4
Baltimore City,24510,MDBALT5URN,2026-06-01,5.5
Baltimore City,24510,MDBALT5URN,2026-07-01,5.7
Baltimore County,24005,MDBALT0URN,2020-01-01,3.7
Baltimore County,24005,MDBALT0URN,2020-02-01,3.6
Baltimore County,24005,MDBALT0URN,2020-03-01,4.4
Baltimore County,24005,MDBALT0URN,2020-04-01,9.3
Baltimore County,24005,MDBALT0URN,2020-05-01,9.6
Baltimore County,24005,MDBALT0URN,2020-06-01,8.4
Baltimore County,24005,MDBALT0URN,2020-07-01,8.3
Baltimore County,24005,MDBALT0URN,2020-08-01,7.2
Baltimore County,24005,MDBALT0URN,2020-09-01,7.2
Baltimore County,24005,MDBALT0URN,2020-10-01,6.5
Baltimore County,24005,MDBALT0URN,2020-11-01,6.3
Baltimore County,24005,MDBALT0URN,2020-12-01,6.4
Baltimore County,24005,MDBALT0URN,2021-01-01,6.9
Baltimore County,24005,MDBALT0URN,2021-02-01,6.7
Baltimore County,24005,MDBALT0URN,2021-03-01,6.3
Baltimore County,24005,MDBALT0URN,2021-04-01,5.8
Baltimore County,24005,MDBALT0URN,2021-05-01,5.5
Baltimore County,24005,MDBALT0URN,2021-06-01,6.1
Baltimore County,24005,MDBALT0URN,2021-07-01,5.3
Baltimore County,24005,MDBALT0URN,2021-08-01,5.0
Baltimore County,24005,MDBALT0URN,2021-09-01,4.5
Baltimore County,24005,MDBALT0URN,2021-10-01,4.3
Baltimore County,24005,MDBALT0URN,2021-11-01,3.7
Baltimore County,24005,MDBALT0URN,2021-12-01,3.2
Baltimore County,24005,MDBALT0URN,2022-01-01,3.8
Baltimore County,24005,MDBALT0URN,2022-02-01,3.7
Baltimore County,24005,MDBALT0URN,2022-03-01,3.4
Baltimore County,24005,MDBALT0URN,2022-04-01,2.9
Baltimore County,24005,MDBALT0URN,2022-05-01,3.0
Baltimore County,24005,MDBALT0URN,2022-06-01,3.6
Baltimore County,24005,MDBALT0URN,2022-07-01,3.3
Baltimore County,24005,MDBALT0URN,2022-08-01,3.4
Baltimore County,24005,MDBALT0URN,2022-09-01,2.8
Baltimore County,24005,MDBALT0URN,2022-10-01,2.9
Baltimore County,24005,MDBALT0URN,2022-11-01,2.6
Baltimore County,24005,MDBALT0URN,2022-12-01,2.2
Baltimore County,24005,MDBALT0URN,2023-01-01,2.7
Baltimore County,24005,MDBALT0URN,2023-02-01,2.7
Baltimore County,24005,MDBALT0URN,2023-03-01,2.2
Baltimore County,24005,MDBALT0URN,2023-04-01,1.7
Baltimore County,24005,MDBALT0URN,2023-05-01,1.9
Baltimore County,24005,MDBALT0URN,2023-06-01,2.1
Baltimore County,24005,MDBALT0URN,2023-07-01,2.3
Baltimore County,24005,MDBALT0URN,2023-08-01,2.5
Baltimore County,24005,MDBALT0URN,2023-09-01,2.4
Baltimore County,24005,MDBALT0URN,2023-10-01,2.7
Baltimore County,24005,MDBALT0URN,2023-11-01,2.6
Baltimore County,24005,MDBALT0URN,2023-12-01,2.5
Baltimore County,24005,MDBALT0URN,2024-01-01,3.2
Baltimore County,24005,MDBALT0URN,2024-02-01,3.3
Baltimore County,24005,MDBALT0URN,2024-03-01,3.2
Baltimore County,24005,MDBALT0URN,2024-04-01,2.8
Baltimore County,24005,MDBALT0URN,2024-05-01,2.9
Baltimore County,24005,MDBALT0URN,2024-06-01,3.6
Baltimore County,24005,MDBALT0URN,2024-07-01,3.7
Baltimore County,24005,MDBALT0URN,2024-08-01,3.7
Baltimore County,24005,MDBALT0URN,2024-09-01,3.2
Baltimore County,24005,MDBALT0URN,2024-10-01,3.4
Baltimore County,24005,MDBALT0URN,2024-11-01,3.5
Baltimore County,24005,MDBALT0URN,2024-12-01,3.1
Baltimore County,24005,MDBALT0URN,2025-01-01,3.7
Baltimore County,24005,MDBALT0URN,2025-02-01,3.9
Baltimore County,24005,MDBALT0URN,2025-03-01,3.8
Baltimore County,24005,MDBALT0URN,2025-04-01,3.5
Baltimore County,24005,MDBALT0URN,2025-05-01,3.8
Baltimore County,24005,MDBALT0URN,2025-06-01,4.2
Baltimore County,24005,MDBALT0URN,2025-07-01,4.4
Baltimore County,24005,MDBALT0URN,2025-08-01,4.6
Baltimore County,24005,MDBALT0URN,2025-09-01,4.4
Baltimore County,24005,MDBALT0URN,2025-11-01,4.2
Baltimore County,24005,MDBALT0URN,2025-12-01,3.7
Baltimore County,24005,MDBALT0URN,2026-01-01,4.6
Baltimore County,24005,MDBALT0URN,2026-02-01,4.9
Baltimore County,24005,MDBALT0URN,2026-03-01,4.3
Baltimore County,24005,MDBALT0URN,2026-04-01,4.3
Baltimore County,24005,MDBALT0URN,2026-05-01,3.9
Baltimore County,24005,MDBALT0URN,2026-06-01,4.1
Baltimore County,24005,MDBALT0URN,2026-07-01,4.2
Calvert,24009,MDCALV9URN,2020-01-01,3.0
Calvert,24009,MDCALV9URN,2020-02-01,3.0
Calvert,24009,MDCALV9URN,2020-03-01,3.5
Calvert,24009,MDCALV9URN,2020-04-01,7.3
Calvert,24009,MDCALV9URN,2020-05-01,7.3
Calvert,24009,MDCALV9URN,2020-06-01,6.2
Calvert,24009,MDCALV9URN,2020-07-01,6.1
Calvert,24009,MDCALV9URN,2020-08-01,5.2
Calvert,24009,MDCALV9URN,2020-09-01,5.1
Calvert,24009,MDCALV9URN,2020-10-01,4.7
Calvert,24009,MDCALV9URN,2020-11-01,4.7
Calvert,24009,MDCALV9URN,2020-12-01,4.9
Calvert,24009,MDCALV9URN,2021-01-01,5.0
Calvert,24009,MDCALV9URN,2021-02-01,5.1
Calvert,24009,MDCALV9URN,2021-03-01,4.6
Calvert,24009,MDCALV9URN,2021-04-01,4.2
Calvert,24009,MDCALV9URN,2021-05-01,4.3
Calvert,24009,MDCALV9URN,2021-06-01,5.0
Calvert,24009,MDCALV9URN,2021-07-01,4.4
Calvert,24009,MDCALV9URN,2021-08-01,4.3
Calvert,24009,MDCALV9URN,2021-09-01,3.8
Calvert,24009,MDCALV9URN,2021-10-01,3.6
Calvert,24009,MDCALV9URN,2021-11-01,3.2
Calvert,24009,MDCALV9URN,2021-12-01,2.7
Calvert,24009,MDCALV9URN,2022-01-01,3.2
Calvert,24009,MDCALV9URN,2022-02-01,3.2
Calvert,24009,MDCALV9URN,2022-03-01,3.0
Calvert,24009,MDCALV9URN,2022-04-01,2.6
Calvert,24009,MDCALV9URN,2022-05-01,2.7
Calvert,24009,MDCALV9URN,2022-06-01,3.3
Calvert,24009,MDCALV9URN,2022-07-01,3.1
Calvert,24009,MDCALV9URN,2022-08-01,3.2
Calvert,24009,MDCALV9URN,2022-09-01,2.5
Calvert,24009,MDCALV9URN,2022-10-01,2.6
Calvert,24009,MDCALV9URN,2022-11-01,2.3
Calvert,24009,MDCALV9URN,2022-12-01,1.9
Calvert,24009,MDCALV9URN,2023-01-01,2.3
Calvert,24009,MDCALV9URN,2023-02-01,2.3
Calvert,24009,MDCALV9URN,2023-03-01,1.9
Calvert,24009,MDCALV9URN,2023-04-01,1.4
Calvert,24009,MDCALV9URN,2023-05-01,1.6
Calvert,24009,MDCALV9URN,2023-06-01,1.9
Calvert,24009,MDCALV9URN,2023-07-01,2.1
Calvert,24009,MDCALV9URN,2023-08-01,2.3
Calvert,24009,MDCALV9URN,2023-09-01,2.0
Calvert,24009,MDCALV9URN,2023-10-01,2.2
Calvert,24009,MDCALV9URN,2023-11-01,1.9
Calvert,24009,MDCALV9URN,2023-12-01,2.1
Calvert,24009,MDCALV9URN,2024-01-01,2.5
Calvert,24009,MDCALV9URN,2024-02-01,2.8
Calvert,24009,MDCALV9URN,2024-03-01,2.6
Calvert,24009,MDCALV9URN,2024-04-01,2.2
Calvert,24009,MDCALV9URN,2024-05-01,2.3
Calvert,24009,MDCALV9URN,2024-06-01,3.1
Calvert,24009,MDCALV9URN,2024-07-01,3.3
Calvert,24009,MDCALV9URN,2024-08-01,3.4
Calvert,24009,MDCALV9URN,2024-09-01,2.7
Calvert,24009,MDCALV9URN,2024-10-01,2.9
Calvert,24009,MDCALV9URN,2024-11-01,2.9
Calvert,24009,MDCALV9URN,2024-12-01,2.5
Calvert,24009,MDCALV9URN,2025-01-01,2.9
Calvert,24009,MDCALV9URN,2025-02-01,3.4
Calvert,24009,MDCALV9URN,2025-03-01,3.3
Calvert,24009,MDCALV9URN,2025-04-01,3.1
Calvert,24009,MDCALV9URN,2025-05-01,3.2
Calvert,24009,MDCALV9URN,2025-06-01,3.6
Calvert,24009,MDCALV9URN,2025-07-01,4.0
Calvert,24009,MDCALV9URN,2025-08-01,4.1
Calvert,24009,MDCALV9URN,2025-09-01,3.8
Calvert,24009,MDCALV9URN,2025-11-01,3.6
Calvert,24009,MDCALV9URN,2025-12-01,3.1
Calvert,24009,MDCALV9URN,2026-01-01,3.7
Calvert,24009,MDCALV9URN,2026-02-01,4.2
Calvert,24009,MDCALV9URN,2026-03-01,3.7
Calvert,24009,MDCALV9URN,2026-04-01,3.8
Calvert,24009,MDCALV9URN,2026-05-01,3.3
Calvert,24009,MDCALV9URN,2026-06-01,3.4
Calvert,24009,MDCALV9URN,2026-07-01,3.7
Caroline,24011,MDCARO1URN,2020-01-01,4.0
Caroline,24011,MDCARO1URN,2020-02-01,4.0
Caroline,24011,MDCARO1URN,2020-03-01,4.6
Caroline,24011,MDCARO1URN,2020-04-01,8.1
Caroline,24011,MDCARO1URN,2020-05-01,7.8
Caroline,24011,MDCARO1URN,2020-06-01,6.7
Caroline,24011,MDCARO1URN,2020-07-01,6.4
Caroline,24011,MDCARO1URN,2020-08-01,5.9
Caroline,24011,MDCARO1URN,2020-09-01,6.2
Caroline,24011,MDCARO1URN,2020-10-01,5.6
Caroline,24011,MDCARO1URN,2020-11-01,5.4
Caroline,24011,MDCARO1URN,2020-12-01,5.6
Caroline,24011,MDCARO1URN,2021-01-01,6.5
Caroline,24011,MDCARO1URN,2021-02-01,6.1
Caroline,24011,MDCARO1URN,2021-03-01,5.5
Caroline,24011,MDCARO1URN,2021-04-01,4.8
Caroline,24011,MDCARO1URN,2021-05-01,4.8
Caroline,24011,MDCARO1URN,2021-06-01,5.8
Caroline,24011,MDCARO1URN,2021-07-01,4.7
Caroline,24011,MDCARO1URN,2021-08-01,4.6
Caroline,24011,MDCARO1URN,2021-09-01,4.2
Caroline,24011,MDCARO1URN,2021-10-01,3.9
Caroline,24011,MDCARO1URN,2021-11-01,3.6
Caroline,24011,MDCARO1URN,2021-12-01,3.0
Caroline,24011,MDCARO1URN,2022-01-01,4.0
Caroline,24011,MDCARO1URN,2022-02-01,3.9
Caroline,24011,MDCARO1URN,2022-03-01,3.4
Caroline,24011,MDCARO1URN,2022-04-01,2.7
Caroline,24011,MDCARO1URN,2022-05-01,2.8
Caroline,24011,MDCARO1URN,2022-06-01,3.5
Caroline,24011,MDCARO1URN,2022-07-01,3.1
Caroline,24011,MDCARO1URN,2022-08-01,3.2
Caroline,24011,MDCARO1URN,2022-09-01,2.6
Caroline,24011,MDCARO1URN,2022-10-01,2.8
Caroline,24011,MDCARO1URN,2022-11-01,2.6
Caroline,24011,MDCARO1URN,2022-12-01,2.2
Caroline,24011,MDCARO1URN,2023-01-01,3.0
Caroline,24011,MDCARO1URN,2023-02-01,2.7
Caroline,24011,MDCARO1URN,2023-03-01,2.2
Caroline,24011,MDCARO1URN,2023-04-01,1.6
Caroline,24011,MDCARO1URN,2023-05-01,1.9
Caroline,24011,MDCARO1URN,2023-06-01,2.2
Caroline,24011,MDCARO1URN,2023-07-01,2.3
Caroline,24011,MDCARO1URN,2023-08-01,2.5
Caroline,24011,MDCARO1URN,2023-09-01,2.2
Caroline,24011,MDCARO1URN,2023-10-01,2.4
Caroline,24011,MDCARO1URN,2023-11-01,2.4
Caroline,24011,MDCARO1URN,2023-12-01,2.4
Caroline,24011,MDCARO1URN,2024-01-01,3.2
Caroline,24011,MDCARO1URN,2024-02-01,3.3
Caroline,24011,MDCARO1URN,2024-03-01,3.0
Caroline,24011,MDCARO1URN,2024-04-01,2.7
Caroline,24011,MDCARO1URN,2024-05-01,2.6
Caroline,24011,MDCARO1URN,2024-06-01,3.4
Caroline,24011,MDCARO1URN,2024-07-01,3.5
Caroline,24011,MDCARO1URN,2024-08-01,3.6
Caroline,24011,MDCARO1URN,2024-09-01,3.1
Caroline,24011,MDCARO1URN,2024-10-01,3.2
Caroline,24011,MDCARO1URN,2024-11-01,3.4
Caroline,24011,MDCARO1URN,2024-12-01,3.0
Caroline,24011,MDCARO1URN,2025-01-01,4.0
Caroline,24011,MDCARO1URN,2025-02-01,4.2
Caroline,24011,MDCARO1URN,2025-03-01,3.8
Caroline,24011,MDCARO1URN,2025-04-01,3.5
Caroline,24011,MDCARO1URN,2025-05-01,3.5
Caroline,24011,MDCARO1URN,2025-06-01,3.8
Caroline,24011,MDCARO1URN,2025-07-01,4.1
Caroline,24011,MDCARO1URN,2025-08-01,4.2
Caroline,24011,MDCARO1URN,2025-09-01,4.2
Caroline,24011,MDCARO1URN,2025-11-01,3.8
Caroline,24011,MDCARO1URN,2025-12-01,3.4
Caroline,24011,MDCARO1URN,2026-01-01,4.6
Caroline,24011,MDCARO1URN,2026-02-01,5.2
Caroline,24011,MDCARO1URN,2026-03-01,4.3
Caroline,24011,MDCARO1URN,2026-04-01,4.4
Caroline,24011,MDCARO1URN,2026-05-01,3.6
Caroline,24011,MDCARO1URN,2026-06-01,3.7
Caroline,24011,MDCARO1URN,2026-07-01,4.0
Carroll,24013,MDCARR5URN,2020-01-01,3.0
Carroll,24013,MDCARR5URN,2020-02-01,3.1
Carroll,24013,MDCARR5URN,2020-03-01,3.4
Carroll,24013,MDCARR5URN,2020-04-01,8.0
Carroll,24013,MDCARR5URN,2020-05-01,7.7
Carroll,24013,MDCARR5URN,2020-06-01,6.4
Carroll,24013,MDCARR5URN,2020-07-01,6.1
Carroll,24013,MDCARR5URN,2020-08-01,5.1
Carroll,24013,MDCARR5URN,2020-09-01,4.9
Carroll,24013,MDCARR5URN,2020-10-01,4.3
Carroll,24013,MDCARR5URN,2020-11-01,4.4
